phash_distance,same_class,class_a,class_b,path_a,path_b,sha_equal,resolution_a,resolution_b,mp_a,mp_b
0,False,Оталькованные руды,Рядовые руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4695.JPG,Фото руд по сортам. ч2\рядовые\DSCN4695.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,False,Оталькованные руды,Рядовые руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4717.JPG,Фото руд по сортам. ч2\рядовые\DSCN4717.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,False,Оталькованные руды,Рядовые руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4721.JPG,Фото руд по сортам. ч2\рядовые\DSCN4721.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,False,Оталькованные руды,Рядовые руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4731.JPG,Фото руд по сортам. ч2\рядовые\DSCN4731.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,False,Оталькованные руды,Рядовые руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4732.JPG,Фото руд по сортам. ч2\рядовые\DSCN4732.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,False,Оталькованные руды,Рядовые руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4735.JPG,Фото руд по сортам. ч2\рядовые\DSCN4735.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,False,Оталькованные руды,Рядовые руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4755.JPG,Фото руд по сортам. ч2\рядовые\DSCN4755.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,False,Оталькованные руды,Рядовые руды,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4717.JPG,Фото руд по сортам. ч2\рядовые\DSCN4717.JPG,False,2272x1704,2272x1704,3.871488,3.871488
0,False,Оталькованные руды,Рядовые руды,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4731.JPG,Фото руд по сортам. ч2\рядовые\DSCN4731.JPG,False,2272x1704,2272x1704,3.871488,3.871488
0,False,Оталькованные руды,Рядовые руды,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4732.JPG,Фото руд по сортам. ч2\рядовые\DSCN4732.JPG,False,2272x1704,2272x1704,3.871488,3.871488
0,False,Оталькованные руды,Рядовые руды,Фото руд по сортам. ч2\оталькованные\DSCN4243.JPG,Фото руд по сортам. ч2\рядовые\DSCN4243.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,False,Оталькованные руды,Рядовые руды,Фото руд по сортам. ч2\оталькованные\DSCN4290.JPG,Фото руд по сортам. ч2\рядовые\DSCN4290.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,False,Оталькованные руды,Труднообогатимые руды,Фото руд по сортам. ч1\Оталькованные руды\2550376-2 10x.JPG,Фото руд по сортам. ч1\Труднообогатимые руды\2550376-2 10x.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,False,Оталькованные руды,Труднообогатимые руды,Фото руд по сортам. ч2\оталькованные\-4.jpg,Фото руд по сортам. ч2\тонкие\-4.jpg,True,4160x2768,4160x2768,11.51488,11.51488
0,False,Рядовые руды,Труднообогатимые руды,Фото руд по сортам. ч2\рядовые\DSCN3200.JPG,Фото руд по сортам. ч2\тонкие\DSCN3200.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,False,Рядовые руды,Труднообогатимые руды,Фото руд по сортам. ч2\рядовые\DSCN3444.JPG,Фото руд по сортам. ч2\тонкие\DSCN3444.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,False,Рядовые руды,Труднообогатимые руды,Фото руд по сортам. ч2\рядовые\DSCN3447.JPG,Фото руд по сортам. ч2\тонкие\DSCN3447.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,False,Рядовые руды,Труднообогатимые руды,Фото руд по сортам. ч2\рядовые\DSCN3499.JPG,Фото руд по сортам. ч2\тонкие\DSCN3499.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,False,Рядовые руды,Труднообогатимые руды,Фото руд по сортам. ч2\рядовые\DSCN3515.JPG,Фото руд по сортам. ч2\тонкие\DSCN3515.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,False,Рядовые руды,Труднообогатимые руды,Фото руд по сортам. ч2\рядовые\DSCN4407.JPG,Фото руд по сортам. ч2\тонкие\DSCN4407.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,False,Рядовые руды,Труднообогатимые руды,Фото руд по сортам. ч2\рядовые\DSCN4417.JPG,Фото руд по сортам. ч2\тонкие\DSCN4417.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,False,Рядовые руды,Труднообогатимые руды,Фото руд по сортам. ч2\рядовые\DSCN4423.JPG,Фото руд по сортам. ч2\тонкие\DSCN4423.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,False,Рядовые руды,Труднообогатимые руды,Фото руд по сортам. ч2\рядовые\DSCN4467.JPG,Фото руд по сортам. ч2\тонкие\DSCN4467.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,False,Рядовые руды,Труднообогатимые руды,Фото руд по сортам. ч2\рядовые\DSCN4478.JPG,Фото руд по сортам. ч2\тонкие\DSCN4478.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,False,Рядовые руды,Труднообогатимые руды,Фото руд по сортам. ч2\рядовые\DSCN4481.JPG,Фото руд по сортам. ч2\тонкие\DSCN4481.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,False,Рядовые руды,Труднообогатимые руды,Фото руд по сортам. ч2\рядовые\DSCN4483.JPG,Фото руд по сортам. ч2\тонкие\DSCN4483.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,False,Рядовые руды,Труднообогатимые руды,Фото руд по сортам. ч2\рядовые\DSCN4487.JPG,Фото руд по сортам. ч2\тонкие\DSCN4487.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\2550374-2 10х.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\2550374-2 10х.JPG,False,2272x1704,2272x1704,3.871488,3.871488
0,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\2550378-1 5x.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\2550378-1 5x.JPG,False,2272x1704,2272x1704,3.871488,3.871488
0,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\2550381-1 10x.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\2550381-1 10x.JPG,False,2272x1704,2272x1704,3.871488,3.871488
0,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN3051.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN3051.JPG,False,2272x1704,2272x1704,3.871488,3.871488
0,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4715.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4715.JPG,False,2272x1704,2272x1704,3.871488,3.871488
0,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4717.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4717.JPG,False,2272x1704,2272x1704,3.871488,3.871488
0,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4718.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4718.JPG,False,2272x1704,2272x1704,3.871488,3.871488
0,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4718.JPG,Фото руд по сортам. ч2\оталькованные\DSCN4718.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4719.JPG,Фото руд по сортам. ч2\оталькованные\DSCN4719.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4720.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4720.JPG,False,2272x1704,2272x1704,3.871488,3.871488
0,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4727.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4727.JPG,False,2272x1704,2272x1704,3.871488,3.871488
0,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4730.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4730.JPG,False,2272x1704,2272x1704,3.871488,3.871488
0,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4731.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4731.JPG,False,2272x1704,2272x1704,3.871488,3.871488
0,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4732.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4732.JPG,False,2272x1704,2272x1704,3.871488,3.871488
0,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4733.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4733.JPG,False,2272x1704,2272x1704,3.871488,3.871488
0,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4734.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4734.JPG,False,2272x1704,2272x1704,3.871488,3.871488
0,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4754.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4754.JPG,False,2272x1704,2272x1704,3.871488,3.871488
0,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN5032.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN5032.JPG,False,2272x1704,2272x1704,3.871488,3.871488
0,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN5183.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN5183.JPG,False,2272x1704,2272x1704,3.871488,3.871488
0,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN5185.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN5185.JPG,False,2272x1704,2272x1704,3.871488,3.871488
0,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4718.JPG,Фото руд по сортам. ч2\оталькованные\DSCN4718.JPG,False,2272x1704,2272x1704,3.871488,3.871488
0,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч2\оталькованные\-7.jpg,Фото руд по сортам. ч2\оталькованные\-8.jpg,True,4160x2768,4160x2768,11.51488,11.51488
0,True,Панорамы,Панорамы,Панорамы\6.jpg,Панорамы\7.jpg,True,22166x16515,22166x16515,366.07149,366.07149
0,True,Рядовые руды,Рядовые руды,Фото руд по сортам. ч1\Рядовые руды\DSCN2121.JPG,Фото руд по сортам. ч2\рядовые\78.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Рядовые руды,Рядовые руды,Фото руд по сортам. ч1\Рядовые руды\DSCN2134.JPG,Фото руд по сортам. ч2\рядовые\79.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Рядовые руды,Рядовые руды,Фото руд по сортам. ч1\Рядовые руды\DSCN2174.JPG,Фото руд по сортам. ч2\рядовые\83.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Рядовые руды,Рядовые руды,Фото руд по сортам. ч1\Рядовые руды\DSCN2176.JPG,Фото руд по сортам. ч2\рядовые\84.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Рядовые руды,Рядовые руды,Фото руд по сортам. ч1\Рядовые руды\DSCN3801.JPG,Фото руд по сортам. ч2\рядовые\101.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Рядовые руды,Рядовые руды,Фото руд по сортам. ч1\Рядовые руды\DSCN3802.JPG,Фото руд по сортам. ч2\рядовые\102.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Рядовые руды,Рядовые руды,Фото руд по сортам. ч1\Рядовые руды\DSCN3804.JPG,Фото руд по сортам. ч2\рядовые\103.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Рядовые руды,Рядовые руды,Фото руд по сортам. ч1\Рядовые руды\DSCN3805.JPG,Фото руд по сортам. ч2\рядовые\104.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Рядовые руды,Рядовые руды,Фото руд по сортам. ч1\Рядовые руды\DSCN3859.JPG,Фото руд по сортам. ч2\рядовые\114.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Рядовые руды,Рядовые руды,Фото руд по сортам. ч1\Рядовые руды\DSCN3874.JPG,Фото руд по сортам. ч2\рядовые\117.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Рядовые руды,Рядовые руды,Фото руд по сортам. ч1\Рядовые руды\DSCN3875.JPG,Фото руд по сортам. ч2\рядовые\118.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Рядовые руды,Рядовые руды,Фото руд по сортам. ч1\Рядовые руды\DSCN3899.JPG,Фото руд по сортам. ч2\рядовые\120.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Рядовые руды,Рядовые руды,Фото руд по сортам. ч1\Рядовые руды\DSCN4051.JPG,Фото руд по сортам. ч2\рядовые\133.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Рядовые руды,Рядовые руды,Фото руд по сортам. ч1\Рядовые руды\DSCN4054.JPG,Фото руд по сортам. ч2\рядовые\135.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Рядовые руды,Рядовые руды,Фото руд по сортам. ч2\рядовые\121_.jpg,Фото руд по сортам. ч2\рядовые\122_.jpg,True,4160x2768,4160x2768,11.51488,11.51488
0,True,Рядовые руды,Рядовые руды,Фото руд по сортам. ч2\рядовые\25_.jpg,Фото руд по сортам. ч2\рядовые\31_.jpg,True,4160x2768,4160x2768,11.51488,11.51488
0,True,Труднообогатимые руды,Труднообогатимые руды,Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2043.JPG,Фото руд по сортам. ч2\тонкие\58.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Труднообогатимые руды,Труднообогатимые руды,Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2049.JPG,Фото руд по сортам. ч2\тонкие\59.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Труднообогатимые руды,Труднообогатимые руды,Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2155.JPG,Фото руд по сортам. ч2\тонкие\65.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Труднообогатимые руды,Труднообогатимые руды,Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2158.JPG,Фото руд по сортам. ч2\тонкие\67.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Труднообогатимые руды,Труднообогатимые руды,Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2166.JPG,Фото руд по сортам. ч2\тонкие\68.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Труднообогатимые руды,Труднообогатимые руды,Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2256.JPG,Фото руд по сортам. ч2\тонкие\74.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Труднообогатимые руды,Труднообогатимые руды,Фото руд по сортам. ч1\Труднообогатимые руды\DSCN3836.JPG,Фото руд по сортам. ч2\тонкие\106 (2).JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Труднообогатимые руды,Труднообогатимые руды,Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4055.JPG,Фото руд по сортам. ч2\тонкие\88.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Труднообогатимые руды,Труднообогатимые руды,Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4058.JPG,Фото руд по сортам. ч2\тонкие\89.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Труднообогатимые руды,Труднообогатимые руды,Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4749.JPG,Фото руд по сортам. ч2\тонкие\DSCN4749.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Труднообогатимые руды,Труднообогатимые руды,Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4785.JPG,Фото руд по сортам. ч2\тонкие\DSCN4785.JPG,True,2272x1704,2272x1704,3.871488,3.871488
0,True,Труднообогатимые руды,Труднообогатимые руды,Фото руд по сортам. ч2\тонкие\64_.jpg,Фото руд по сортам. ч2\тонкие\65_.jpg,True,4160x2768,4160x2768,11.51488,11.51488
0,True,Труднообогатимые руды,Труднообогатимые руды,Фото руд по сортам. ч2\тонкие\DSCN8652 (2).JPG,Фото руд по сортам. ч2\тонкие\DSCN8652.JPG,True,2272x1704,2272x1704,3.871488,3.871488
1,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN3052.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN3052.JPG,False,2272x1704,2272x1704,3.871488,3.871488
1,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN3056.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN3056.JPG,False,2272x1704,2272x1704,3.871488,3.871488
1,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4714.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4714.JPG,False,2272x1704,2272x1704,3.871488,3.871488
1,True,Рядовые руды,Рядовые руды,Фото руд по сортам. ч2\рядовые\33_.jpg,Фото руд по сортам. ч2\рядовые\40.jpg,False,6240x3781,6240x3815,23.59344,23.8056
2,False,Оталькованные руды,Рядовые руды,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4695.JPG,Фото руд по сортам. ч2\рядовые\DSCN4695.JPG,False,2272x1704,2272x1704,3.871488,3.871488
2,False,Оталькованные руды,Рядовые руды,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4735.JPG,Фото руд по сортам. ч2\рядовые\DSCN4735.JPG,False,2272x1704,2272x1704,3.871488,3.871488
2,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\2550375-1 10х.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\2550375-1 10х.JPG,False,2272x1704,2272x1704,3.871488,3.871488
2,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\2550375-3 5х.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\2550375-3 5х.JPG,False,2272x1704,2272x1704,3.871488,3.871488
2,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\2550376-1 5x.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\2550376-1 5x.JPG,False,2272x1704,2272x1704,3.871488,3.871488
2,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\2550381-2 10x.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\2550381-2 10x.JPG,False,2272x1704,2272x1704,3.871488,3.871488
2,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN3042.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN3042.JPG,False,2272x1704,2272x1704,3.871488,3.871488
2,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN3048.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN3048.JPG,False,2272x1704,2272x1704,3.871488,3.871488
2,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN3053.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN3053.JPG,False,2272x1704,2272x1704,3.871488,3.871488
2,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN3066.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN3066.JPG,False,2272x1704,2272x1704,3.871488,3.871488
2,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4695.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4695.JPG,False,2272x1704,2272x1704,3.871488,3.871488
2,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4708.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4708.JPG,False,2272x1704,2272x1704,3.871488,3.871488
2,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4728.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4728.JPG,False,2272x1704,2272x1704,3.871488,3.871488
2,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4735.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4735.JPG,False,2272x1704,2272x1704,3.871488,3.871488
2,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN5180.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN5180.JPG,False,2272x1704,2272x1704,3.871488,3.871488
2,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN5186.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN5186.JPG,False,2272x1704,2272x1704,3.871488,3.871488
2,True,Рядовые руды,Рядовые руды,Фото руд по сортам. ч2\рядовые\33_.jpg,Фото руд по сортам. ч2\рядовые\5.jpg,False,6240x3781,6195x3805,23.59344,23.571975
2,True,Труднообогатимые руды,Труднообогатимые руды,Фото руд по сортам. ч2\тонкие\30_.jpg,Фото руд по сортам. ч2\тонкие\5.jpg,False,2336x1324,2345x1342,3.092864,3.14699
2,True,Труднообогатимые руды,Труднообогатимые руды,Фото руд по сортам. ч2\тонкие\DSCN1786.JPG,Фото руд по сортам. ч2\тонкие\DSCN1787.JPG,False,2272x1704,2272x1704,3.871488,3.871488
3,False,Оталькованные руды,Рядовые руды,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4721.JPG,Фото руд по сортам. ч2\рядовые\DSCN4721.JPG,False,2272x1704,2272x1704,3.871488,3.871488
3,False,Оталькованные руды,Рядовые руды,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4755.JPG,Фото руд по сортам. ч2\рядовые\DSCN4755.JPG,False,2272x1704,2272x1704,3.871488,3.871488
3,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\2550377-1 5x.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\2550377-1 5x.JPG,False,2272x1704,2272x1704,3.871488,3.871488
3,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN3057.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN3057.JPG,False,2272x1704,2272x1704,3.871488,3.871488
3,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4719.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4719.JPG,False,2272x1704,2272x1704,3.871488,3.871488
3,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4721.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4721.JPG,False,2272x1704,2272x1704,3.871488,3.871488
3,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\DSCN4755.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4755.JPG,False,2272x1704,2272x1704,3.871488,3.871488
3,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\DSCN4719.JPG,Фото руд по сортам. ч2\оталькованные\DSCN4719.JPG,False,2272x1704,2272x1704,3.871488,3.871488
3,True,Рядовые руды,Рядовые руды,Фото руд по сортам. ч2\рядовые\11.jpg,Фото руд по сортам. ч2\рядовые\45.jpg,False,4160x2474,4154x2517,10.29184,10.455618
3,True,Рядовые руды,Рядовые руды,Фото руд по сортам. ч2\рядовые\40.jpg,Фото руд по сортам. ч2\рядовые\5.jpg,False,6240x3815,6195x3805,23.8056,23.571975
4,True,Оталькованные руды,Оталькованные руды,Фото руд по сортам. ч1\Оталькованные руды\2550382-1 10x.JPG,Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\2550382-1 10x.JPG,False,2272x1704,2272x1704,3.871488,3.871488
4,True,Рядовые руды,Рядовые руды,Фото руд по сортам. ч1\Рядовые руды\DSCN3845.JPG,Фото руд по сортам. ч2\рядовые\111.JPG,False,2272x1704,2272x1704,3.871488,3.871488
4,True,Рядовые руды,Рядовые руды,Фото руд по сортам. ч2\рядовые\43.jpg,Фото руд по сортам. ч2\рядовые\9.jpg,False,4160x2554,4059x2518,10.62464,10.220562
4,True,Труднообогатимые руды,Труднообогатимые руды,Фото руд по сортам. ч2\тонкие\51.jpg,Фото руд по сортам. ч2\тонкие\71 (2).jpg,False,4123x2546,3891x2544,10.497158,9.898704
6,True,Труднообогатимые руды,Труднообогатимые руды,Фото руд по сортам. ч2\тонкие\45.jpg,Фото руд по сортам. ч2\тонкие\52 (2).jpg,False,6226x3715,6240x3831,23.12959,23.90544
